Id,SalePrice
1604,279833.1
1605,257348.69
1606,166288.12
1607,150188.9
1608,213656.34
1609,190106.2
1610,164369.56
1611,151211.45
1612,161578.6
1613,159808.94
1614,128492.4
1615,86963.05
1616,71384.625
1617,86964.05
1618,127262.33
1619,129404.555
1620,167239.73
1621,127892.516
1622,142140.56
1623,299038.88
1624,227291.11
1625,114742.43
1626,168867.92
1627,181639.33
1628,298069.62
1629,176823.66
1630,364396.47
1631,234504.97
1632,235663.6
1633,166127.3
1634,180097.52
1635,185190.53
1636,150673.22
1637,179730.22
1638,175669.56
1639,176657.61
1640,281574.88
1641,187497.2
1642,213261.98
1643,212227.31
1644,232080.22
1645,168902.1
1646,155737.2
1647,154284.34
1648,136593.84
1649,139867.12
1650,118914.16
1651,120461.55
1652,89202.03
1653,104293.71
1654,146358.0
1655,147330.53
1656,148713.34
1657,156531.53
1658,146763.11
1659,141296.42
1660,144895.25
1661,413906.97
1662,370922.78
1663,383043.28
1664,396830.75
1665,326695.44
1666,343454.4
1667,409391.2
1668,321698.06
1669,286928.0
1670,322183.28
1671,263024.25
1672,387524.4
1673,301408.4
1674,246875.95
1675,180304.05
1676,191333.45
1677,218315.11
1678,406177.2
1679,384279.34
1680,327629.75
1681,283512.28
1682,303414.56
1683,190738.5
1684,165992.06
1685,174554.22
1686,163681.02
1687,159914.95
1688,177767.03
1689,184554.92
1690,185829.4
1691,177375.02
1692,271568.22
1693,162064.6
1694,188590.0
1695,160498.55
1696,285158.62
1697,165136.31
1698,352732.06
1699,317696.06
1700,241043.83
1701,250504.39
1702,276522.47
1703,240225.88
1704,303800.06
1705,230161.61
1706,394388.72
1707,232226.3
1708,222451.64
1709,283169.62
1710,211505.61
1711,259126.02
1712,220872.53
1713,260526.0
1714,226341.14
1715,205845.06
1716,171844.72
1717,166545.89
1718,125398.68
1719,195392.08
1720,241136.53
1721,167366.27
1722,120596.375
1723,153795.05
1724,211821.81
1725,237391.62
1726,191775.44
1727,170067.02
1728,182754.44
1729,168138.53
1730,155269.38
1731,120489.695
1732,131853.34
1733,121673.65
1734,130203.74
1735,129799.05
1736,113685.77
1737,330140.12
1738,205303.11
1739,229479.97
1740,207522.89
1741,182448.11
1742,174440.53
1743,178894.33
1744,315802.47
1745,226770.39
1746,243629.17
1747,206046.17
1748,213521.3
1749,155357.78
1750,135691.88
1751,238426.47
1752,122925.64
1753,147622.14
1754,195938.84
1755,169336.75
1756,138426.73
1757,124648.86
1758,135264.02
1759,181251.95
1760,163866.2
1761,150060.72
1762,175354.95
1763,174369.64
1764,107375.66
1765,160483.3
1766,161161.88
1767,199291.36
1768,145047.9
1769,172943.3
1770,153220.62
1771,142627.27
1772,143561.72
1773,149499.58
1774,132515.38
1775,134328.72
1776,116125.734
1777,111037.61
1778,137183.34
1779,111468.555
1780,170496.39
1781,136060.47
1782,91508.82
1783,131802.05
1784,111139.94
1785,124811.69
1786,149795.36
1787,162491.81
1788,42363.723
1789,100820.984
1790,92972.664
1791,186843.17
1792,156183.44
1793,126397.836
1794,153407.22
1795,141265.53
1796,117962.81
1797,112947.4
1798,127377.0
1799,114366.08
1800,137395.23
1801,122581.55
1802,151509.31
1803,145246.4
1804,141878.23
1805,126622.15
1806,116332.555
1807,142935.17
1808,125439.92
1809,124503.305
1810,149531.58
1811,110799.516
1812,107308.484
1813,126381.26
1814,98434.984
1815,51921.184
1816,103486.945
1817,133037.34
1818,119516.06
1819,114563.28
1820,56499.445
1821,113955.23
1822,144851.44
1823,54017.47
1824,119761.586
1825,134330.44
1826,98305.23
1827,96084.69
1828,141306.89
1829,100331.734
1830,144443.75
1831,163802.16
1832,102674.086
1833,153163.33
1834,118475.19
1835,130179.33
1836,130068.234
1837,99366.6
1838,139140.23
1839,100652.72
1840,178565.14
1841,138193.44
1842,82041.62
1843,129684.96
1844,144323.84
1845,126520.59
1846,160696.89
1847,151054.84
1848,42807.72
1849,115765.16
1850,122152.836
1851,159276.34
1852,137724.39
1853,131153.45
1854,174186.7
1855,158086.1
1856,215598.56
1857,146435.77
1858,137163.73
1859,114858.41
1860,149563.62
1861,118592.68
1862,296902.97
1863,282519.53
1864,282519.53
1865,331013.06
1866,337263.84
1867,252002.75
1868,308998.47
1869,207790.27
1870,230032.25
1871,239325.8
1872,165940.73
1873,225755.1
1874,141246.94
1875,204174.08
1876,199799.33
1877,213708.2
1878,219768.81
1879,144986.52
1880,133265.3
1881,230016.69
1882,240207.42
1883,202061.23
1884,215852.73
1885,278074.44
1886,313169.25
1887,201579.55
1888,280222.28
1889,166668.5
1890,140368.78
1891,146497.17
1892,91741.516
1893,131656.64
1894,123122.16
1895,147145.34
1896,123003.836
1897,126677.055
1898,101138.2
1899,136421.78
1900,168538.62
1901,165000.77
1902,128539.984
1903,255748.56
1904,165173.12
1905,211723.83
1906,142421.06
1907,180687.02
1908,114661.08
1909,138949.94
1910,127315.58
1911,219429.56
1912,260590.05
1913,162470.8
1914,61635.938
1915,316642.66
1916,80087.47
1917,271632.4
1918,142161.9
1919,161892.4
1920,147041.47
1921,360886.1
1922,294478.5
1923,201525.69
1924,215950.55
1925,212013.66
1926,389936.0
1927,143175.34
1928,157733.66
1929,131333.5
1930,127838.39
1931,135789.1
1932,135751.42
1933,182767.86
1934,176554.45
1935,171125.6
1936,193149.34
1937,187095.88
1938,168891.5
1939,228498.08
1940,198104.34
1941,174593.28
1942,193046.02
1943,183360.45
1944,308788.9
1945,374018.84
1946,123828.945
1947,337229.66
1948,209706.0
1949,262754.2
1950,198321.55
1951,279737.12
1952,221562.61
1953,173589.45
1954,193251.39
1955,134237.92
1956,244508.98
1957,152505.48
1958,305504.22
1959,132239.94
1960,114540.28
1961,113521.21
1962,96064.92
1963,114477.125
1964,123390.586
1965,154482.55
1966,149691.58
1967,257499.1
1968,418078.3
1969,412814.03
1970,416019.84
1971,396244.44
1972,384388.28
1973,283473.12
1974,330414.03
1975,346632.06
1976,246936.47
1977,356163.06
1978,348471.34
1979,323161.34
1980,189140.61
1981,351895.47
1982,245553.53
1983,221354.42
1984,167027.23
1985,238891.84
1986,215589.39
1987,181167.77
1988,178677.95
1989,175834.77
1990,227021.22
1991,252994.14
1992,223791.73
1993,161128.0
1994,250583.67
1995,168507.89
1996,245957.22
1997,303800.3
1998,338559.47
1999,254735.95
2000,308910.94
2001,262645.84
2002,241374.06
2003,260989.98
2004,255878.4
2005,217148.47
2006,231147.8
2007,224036.81
2008,196247.67
2009,196934.75
2010,190645.56
2011,147257.19
2012,176925.61
2013,183549.39
2014,184555.61
2015,196519.25
2016,197654.4
2017,200149.27
2018,122227.19
2019,131094.7
2020,119578.6
2021,119921.72
2022,183471.48
2023,136108.12
2024,241935.45
2025,358440.1
2026,180178.66
2027,156978.6
2028,147966.64
2029,182369.34
2030,276863.53
2031,254833.48
2032,290384.0
2033,268929.47
2034,158766.4
2035,223543.28
2036,174997.64
2037,175359.4
2038,330871.78
2039,221372.53
2040,311629.5
2041,299507.03
2042,198517.22
2043,165914.45
2044,176083.77
2045,228873.98
2046,136661.2
2047,149698.8
2048,141352.0
2049,128153.55
2050,183765.75
2051,111428.03
2052,143849.03
2053,143367.8
2054,69655.64
2055,144873.25
2056,138360.67
2057,124727.84
2058,232189.95
2059,122195.625
2060,166092.53
2061,187832.11
2062,132762.12
2063,105253.27
2064,137200.33
2065,137868.62
2066,203043.03
2067,132190.73
2068,133529.88
2069,91197.59
2070,110562.56
2071,111364.03
2072,144187.05
2073,129612.98
2074,186769.02
2075,152745.12
2076,114147.805
2077,162199.56
2078,125904.4
2079,129718.75
2080,109681.086
2081,111383.57
2082,139221.34
2083,147317.22
2084,104146.234
2085,132594.66
2086,149788.03
2087,125551.32
2088,108078.3
2089,84324.87
2090,134783.22
2091,113341.48
2092,143061.22
2093,138182.83
2094,134824.89
2095,131968.98
2096,93405.29
2097,99677.25
2098,154003.9
2099,54363.332
2100,82015.5
2101,127798.92
2102,129890.95
2103,107837.55
2104,148843.06
2105,123721.875
2106,58089.094
2107,243940.73
2108,125597.23
2109,112960.586
2110,123920.26
2111,157134.33
2112,135906.52
2113,129261.32
2114,117524.99
2115,173923.78
2116,108796.19
2117,164660.8
2118,118744.56
2119,98417.64
2120,118181.836
2121,80720.73
2122,82614.27
2123,89767.805
2124,176464.64
2125,134896.31
2126,152492.7
2127,152265.88
2128,129078.88
2129,96859.0
2130,147818.77
2131,136140.9
2132,119833.695
2133,114602.19
2134,120290.77
2135,90005.22
2136,90685.05
2137,112333.125
2138,143104.39
2139,162009.89
2140,141273.28
2141,145839.0
2142,129830.836
2143,141593.23
2144,106497.73
2145,137373.73
2146,158473.69
2147,151074.45
2148,138766.83
2149,153699.78
2150,250058.83
2151,132106.19
2152,168404.08
2153,159531.89
2154,110701.836
2155,128136.84
2156,249983.62
2157,218751.22
2158,233020.56
2159,207375.4
2160,156449.56
2161,235838.1
2162,336005.75
2163,352305.9
2164,225479.02
2165,190741.08
2166,149053.05
2167,217223.81
2168,209251.94
2169,198815.4
2170,225822.16
2171,155117.9
2172,145603.81
2173,165493.31
2174,242654.25
2175,288498.88
2176,336647.0
2177,252770.52
2178,214413.77
2179,142286.81
2180,184494.17
2181,184053.03
2182,216379.17
2183,194981.62
2184,143572.45
2185,131085.52
2186,149502.66
2187,157889.86
2188,146802.42
2189,199077.92
2190,83706.16
2191,73245.15
2192,100530.48
2193,98513.664
2194,99655.125
2195,108916.97
2196,110768.59
2197,122618.336
2198,164165.17
2199,154116.73
2200,142470.4
2201,137896.78
2202,194242.55
2203,175882.95
2204,201949.06
2205,124105.64
2206,153186.95
2207,187550.84
2208,196970.36
2209,209695.78
2210,113630.484
2211,108599.93
2212,110539.8
2213,105818.61
2214,139039.58
2215,99520.9
2216,152096.44
2217,76575.49
2218,75452.61
2219,61204.234
2220,44518.82
2221,309674.84
2222,208434.56
2223,253151.84
2224,198198.11
2225,118667.66
2226,170703.4
2227,201083.42
2228,240829.44
2229,240665.39
2230,165561.39
2231,199888.33
2232,177890.12
2233,166955.89
2234,263066.06
2235,211099.36
2236,281061.72
2237,344779.28
2238,209921.03
2239,108780.72
2240,159761.94
2241,149348.8
2242,129995.97
2243,130823.02
2244,104616.44
2245,102224.75
2246,154194.94
2247,120773.0
2248,127991.016
2249,127335.02
2250,139310.03
2251,128212.664
2252,174908.17
2253,163371.48
2254,175081.1
2255,186758.44
2256,171823.23
2257,198390.05
2258,165326.38
2259,172059.14
2260,160468.64
2261,185243.19
2262,207859.56
2263,337342.25
2264,408333.66
2265,184768.03
2266,293732.16
2267,352296.2
2268,419368.34
2269,151310.52
2270,178882.39
2271,253294.1
2272,207955.03
2273,162499.3
2274,169662.47
2275,161069.05
2276,183801.69
2277,178762.38
2278,149248.53
2279,120233.69
2280,121161.695
2281,177755.75
2282,182358.8
2283,101125.09
2284,121339.27
2285,146034.69
2286,128624.57
2287,362259.4
2288,255176.53
2289,418256.4
2290,411722.25
2291,301177.56
2292,403644.38
2293,436386.44
2294,357431.56
2295,403764.5
2296,306167.47
2297,321491.8
2298,322748.44
2299,347658.47
2300,331365.16
2301,276720.3
2302,228799.83
2303,255673.38
2304,253935.0
2305,178239.52
2306,173036.27
2307,190957.14
2308,208776.25
2309,278497.75
2310,216169.67
2311,172738.3
2312,181377.72
2313,179711.14
2314,148688.45
2315,179100.19
2316,181327.16
2317,193086.73
2318,183312.27
2319,175401.36
2320,190347.64
2321,212610.16
2322,162628.34
2323,182198.19
2324,161851.0
2325,213273.95
2326,154808.66
2327,213107.56
2328,228130.69
2329,186733.77
2330,173603.95
2331,360283.28
2332,364140.38
2333,351989.4
2334,264917.84
2335,244344.72
2336,319715.03
2337,216730.64
2338,269571.9
2339,234893.31
2340,363259.53
2341,224578.9
2342,241509.69
2343,230733.4
2344,241761.28
2345,266566.44
2346,220731.72
2347,218589.7
2348,235028.89
2349,164907.8
2350,283300.47
2351,253888.16
2352,226732.64
2353,238352.02
2354,123014.9
2355,150043.4
2356,158633.66
2357,192446.86
2358,196907.1
2359,128961.66
2360,115388.25
2361,148145.42
2362,201836.25
2363,143240.8
2364,134606.6
2365,218191.83
2366,202080.39
2367,233315.25
2368,206423.95
2369,227673.33
2370,180925.72
2371,175867.52
2372,175099.4
2373,278852.56
2374,273572.0
2375,267060.34
2376,304406.34
2377,335291.53
2378,135895.03
2379,195259.8
2380,137486.23
2381,156418.55
2382,212529.72
2383,211114.92
2384,241243.17
2385,164303.45
2386,132805.8
2387,129932.46
2388,98581.266
2389,119813.37
2390,139237.94
2391,139665.11
2392,123064.73
2393,160294.61
2394,146237.61
2395,190293.03
2396,145601.0
2397,225827.98
2398,124224.81
2399,67762.95
2400,47549.68
2401,118503.125
2402,138671.88
2403,135180.55
2404,143603.92
2405,160152.88
2406,150307.97
2407,129055.36
2408,147682.56
2409,134108.25
2410,161629.78
2411,117970.62
2412,160235.81
2413,140541.84
2414,141959.95
2415,130900.75
2416,131659.61
2417,127410.164
2418,125361.2
2419,124839.33
2420,128526.02
2421,159093.5
2422,112813.47
2423,117186.6
2424,133213.05
2425,165350.86
2426,133852.17
2427,122185.375
2428,163785.34
2429,128991.68
2430,122917.75
2431,124164.234
2432,136373.17
2433,149021.92
2434,148532.73
2435,153925.56
2436,105593.49
2437,105234.24
2438,117324.34
2439,127346.46
2440,117164.1
2441,107491.31
2442,91693.2
2443,117804.22
2444,127890.05
2445,94937.305
2446,151325.8
2447,213086.12
2448,150470.39
2449,106526.19
2450,148452.89
2451,128917.3
2452,194859.28
2453,93189.15
2454,119492.34
2455,111607.28
2456,132535.56
2457,131725.16
2458,118206.55
2459,109639.27
2460,136394.1
2461,118161.46
2462,133581.27
2463,134267.31
2464,151166.48
2465,128152.914
2466,109673.77
2467,154296.0
2468,94920.625
2469,95985.08
2470,174676.77
2471,231684.25
2472,149932.22
2473,114781.21
2474,100012.44
2475,187929.12
2476,127058.32
2477,129875.35
2478,172108.86
2479,98029.38
2480,152043.1
2481,110717.98
2482,124890.74
2483,112096.39
2484,125882.14
2485,123108.4
2486,152866.8
2487,182667.11
2488,163850.75
2489,126923.95
2490,153383.28
2491,97011.48
2492,172215.62
2493,127138.23
2494,177533.33
2495,102087.336
2496,247730.34
2497,129392.05
2498,95196.516
2499,97327.98
2500,129573.11
2501,143788.1
2502,147438.95
2503,94396.95
2504,220971.38
2505,221036.53
2506,255977.62
2507,331670.94
2508,253561.4
2509,211541.16
2510,226592.42
2511,178966.61
2512,215919.14
2513,212014.5
2514,252659.47
2515,152296.45
2516,169426.31
2517,145258.48
2518,149806.73
2519,225070.5
2520,214724.48
2521,187953.34
2522,224177.78
2523,130439.17
2524,133788.98
2525,147726.53
2526,137472.44
2527,113623.43
2528,127403.984
2529,127905.016
2530,114973.6
2531,243081.47
2532,216841.9
2533,204136.25
2534,236855.33
2535,325375.3
2536,218052.77
2537,229775.83
2538,182376.0
2539,191250.36
2540,174054.94
2541,179348.1
2542,164995.4
2543,124906.23
2544,139109.61
2545,137785.66
2546,142141.64
2547,134036.83
2548,143315.56
2549,166393.25
2550,214357.84
2551,145585.16
2552,120808.95
2553,74353.46
2554,111809.29
2555,113737.164
2556,92126.09
2557,110069.04
2558,126398.664
2559,154985.08
2560,149089.22
2561,136641.67
2562,138634.39
2563,133169.48
2564,177962.98
2565,127470.94
2566,166583.14
2567,126508.07
2568,204891.53
2569,211050.53
2570,118885.78
2571,181205.69
2572,168197.81
2573,226416.2
2574,246964.22
2575,134320.62
2576,125417.8
2577,163128.23
2578,89481.23
2579,50266.64
2580,110696.97
2581,114989.67
2582,119546.664
2583,303512.25
2584,167248.34
2585,174121.33
2586,220945.73
2587,204756.89
2588,164962.19
2589,150262.17
2590,191746.88
2591,221961.39
2592,211882.42
2593,266349.47
2594,191447.61
2595,193631.38
2596,340231.6
2597,177977.36
2598,300207.38
2599,324428.12
2600,171063.42
2601,141507.78
2602,74132.445
2603,91869.86
2604,90612.9
2605,65179.816
2606,133506.8
2607,176625.92
2608,197030.22
2609,171296.3
2610,117658.99
2611,134047.39
2612,154458.84
2613,132078.64
2614,133101.33
2615,140420.34
2616,146949.38
2617,158885.6
2618,185317.1
2619,210180.45
2620,191710.33
2621,182522.9
2622,180172.56
2623,235964.73
2624,288773.25
2625,315712.72
2626,171329.38
2627,171652.75
2628,417989.72
2629,431849.78
2630,347719.4
2631,424380.94
2632,360493.75
2633,307158.06
2634,385394.25
2635,161152.36
2636,174244.47
2637,159995.19
2638,291823.28
2639,187524.69
2640,154273.22
2641,97792.055
2642,192599.06
2643,108658.24
2644,125987.664
2645,103758.26
2646,91790.53
2647,87106.08
2648,137286.84
2649,139609.97
2650,146773.06
2651,138887.0
2652,414307.2
2653,253339.92
2654,230027.27
2655,336116.03
2656,294701.0
2657,347022.06
2658,276414.34
2659,324353.1
2660,349329.5
2661,337939.72
2662,312395.66
2663,286914.3
2664,288899.6
2665,318810.66
2666,310154.5
2667,165993.38
2668,187076.97
2669,172994.42
2670,279850.75
2671,188624.02
2672,188173.9
2673,175873.47
2674,176180.25
2675,168814.19
2676,188145.45
2677,190874.36
2678,280469.1
2679,280543.56
2680,281621.16
2681,343344.3
2682,322604.38
2683,391547.78
2684,310363.9
2685,346478.97
2686,241199.6
2687,334993.56
2688,229681.06
2689,212461.8
2690,399311.06
2691,200603.8
2692,130104.63
2693,192151.42
2694,128092.12
2695,190491.3
2696,188760.8
2697,179476.23
2698,201680.23
2699,187318.28
2700,160519.78
2701,154537.97
2702,100711.164
2703,135214.27
2704,137603.55
2705,129590.25
2706,121827.95
2707,134560.42
2708,141911.97
2709,118342.86
2710,119856.23
2711,229681.84
2712,368049.28
2713,181120.05
2714,149211.48
2715,175577.66
2716,169688.33
2717,172475.84
2718,239755.66
2719,156551.1
2720,170365.9
2721,138025.75
2722,177536.98
2723,140703.97
2724,131423.97
2725,131760.19
2726,141877.48
2727,181069.12
2728,174150.47
2729,157545.1
2730,153358.23
2731,114925.61
2732,117590.305
2733,163813.31
2734,129116.84
2735,137545.31
2736,131905.11
2737,128941.9
2738,136360.2
2739,160459.62
2740,144269.7
2741,149997.6
2742,155443.34
2743,152612.58
2744,148824.47
2745,121434.97
2746,138518.42
2747,161798.7
2748,117618.305
2749,130691.81
2750,137982.97
2751,139167.48
2752,193226.89
2753,153033.78
2754,237369.67
2755,119851.55
2756,105545.195
2757,69828.51
2758,81627.21
2759,151319.14
2760,152633.9
2761,145892.06
2762,153275.8
2763,195265.48
2764,151005.58
2765,293203.12
2766,144433.3
2767,97099.3
2768,107780.05
2769,110753.055
2770,143408.3
2771,123053.016
2772,118378.234
2773,153984.27
2774,142959.78
2775,118139.94
2776,151293.27
2777,148298.4
2778,118322.68
2779,130624.37
2780,108808.45
2781,99764.65
2782,84279.66
2783,115261.48
2784,131159.42
2785,147708.06
2786,57443.074
2787,115822.22
2788,75781.29
2789,222235.8
2790,97150.77
2791,117175.17
2792,45007.54
2793,164632.61
2794,100372.76
2795,129288.43
2796,104559.086
2797,205605.28
2798,136255.94
2799,127599.84
2800,79833.54
2801,106543.1
2802,132133.25
2803,150526.62
2804,154992.98
2805,104769.49
2806,73420.17
2807,154834.47
2808,149974.55
2809,141795.19
2810,138362.23
2811,161877.22
2812,136612.53
2813,145773.38
2814,149239.02
2815,117889.4
2816,228678.58
2817,140403.03
2818,139008.19
2819,161931.4
2820,124651.41
2821,103903.38
2822,202893.05
2823,246756.64
2824,159386.64
2825,155360.7
2826,138781.95
2827,119336.08
2828,205226.94
2829,190842.3
2830,218487.95
2831,182606.42
2832,240261.4
2833,259259.02
2834,225280.42
2835,221663.72
2836,182717.9
2837,163407.95
2838,151273.22
2839,181100.17
2840,206629.86
2841,200516.78
2842,220930.02
2843,154674.36
2844,151242.88
2845,126081.53
2846,212224.16
2847,208132.0
2848,198830.16
2849,211842.83
2850,287254.16
2851,232525.5
2852,220325.66
2853,224984.03
2854,142215.53
2855,201643.69
2856,201395.77
2857,187347.67
2858,204426.17
2859,146175.47
2860,127933.53
2861,114881.766
2862,176943.44
2863,120581.67
2864,215240.14
2865,142576.84
2866,132394.33
2867,79448.734
2868,85333.62
2869,116962.39
2870,121708.56
2871,110199.2
2872,52531.85
2873,111763.63
2874,139905.67
2875,114416.63
2876,146258.73
2877,152461.27
2878,190771.5
2879,134368.0
2880,115925.625
2881,149293.45
2882,175310.92
2883,180890.36
2884,180568.19
2885,213471.31
2886,214251.34
2887,99876.234
2888,120322.734
2889,75606.65
2890,66955.07
2891,138864.08
2892,57675.125
2893,88037.4
2894,32874.09
2895,330111.0
2896,283368.97
2897,211139.73
2898,139497.06
2899,225517.67
2900,153966.28
2901,230218.88
2902,195994.25
2903,390592.97
2904,374372.56
2905,102837.305
2906,209615.94
2907,114807.11
2908,135166.78
2909,141451.89
2910,87245.375
2911,73994.234
2912,161699.88
2913,88951.695
2914,67905.28
2915,80917.08
2916,76285.56
2917,158525.39
2918,119076.19
2919,206996.1
